"id","groups_count","uniq_cities","triggers_words_count","photos_count","max_percent_photos_in_day","posts_count","max_percent_posts_in_day","posts_without_views","societies_flag","group_without_photo_count","bot_flag"
1685,129,13,6,32,34.375,128,58.9999962,0,false,23,true
1686,4298,73,61,154,3.24675322,6072,12,2,false,394,true
1687,104,0,0,1,100,268,15.000001,0,false,13,false
1688,948,30,25,455,8.5,1430,12,0,true,107,true
1689,526,32,19,314,34.5,183,10,4,false,68,true
1690,183,0,0,2,50,742,15.000001,0,false,9,false
1691,982,15,5,134,4.47761202,4373,5,0,true,83,true
1692,180,0,0,52,25,21,9.52380943,0,false,16,false
1693,1245,57,57,1,100,0,0,0,false,281,true
1694,109,0,0,149,8.72483253,671,10,0,false,9,false
1695,77,0,0,217,10.5,2410,26,0,false,10,false
1696,182,0,2,94,13.8297873,208,10,0,false,11,false
1697,3844,55,35,754,7.50000048,2386,9,0,false,369,true
1698,396,0,2,1,100,0,0,0,true,36,true
1699,538,46,29,11,72.727272,7,42.8571434,0,false,129,true
1700,210,12,5,26,7.69230795,22,22.7272739,0,false,30,true
1701,520,0,5,289,7.50000048,11135,50,0,false,47,true
1702,494,44,28,0,0,1,100,0,false,131,true
1703,216,21,16,0,0,1,100,0,false,64,true
1704,124,0,7,24,58.3333321,365,16,0,false,27,true
1705,217,0,2,23,4.347826,0,0,0,false,30,true
1706,355,0,3,3,66.6666718,15,13.333334,0,false,40,true
1707,291,0,2,36,19.4444447,1709,34,0,false,32,true
1708,288,0,0,2,50,7,14.2857151,2,false,27,true
1709,635,15,2,3,33.3333359,708,8,0,false,40,true
1710,84,0,4,3,100,344,9,0,false,14,true
1711,2207,81,91,73,52.0547943,3608,36,0,false,548,true
1712,541,38,36,26,61.5384636,15,13.333334,0,false,142,true
1713,204,0,1,36,5.55555582,18725,16,0,false,22,false
1714,720,24,1,4,25,3,33.3333359,0,false,79,true
1715,200,0,0,29,6.89655161,6924,17,0,false,17,false
1716,9,0,0,1,100,0,0,0,false,2,false
1717,399,0,1,6,16.6666679,29,65.5172424,0,false,39,true
1718,116,0,6,192,14.0625,511,13,0,false,22,false
1719,87,0,0,21,19.0476189,449,9,0,false,11,false
1720,304,0,2,147,3.40136075,2026,8,73,false,8,false
1721,379,15,6,39,7.69230795,5175,4,0,true,29,true
1722,1211,16,11,2213,6,18752,7,6,true,80,true
1723,435,0,3,1,100,2,50,0,false,50,true
1724,368,0,0,511,2.5,1894,4,0,true,35,true
1725,3822,73,52,102,9.8039217,1388,30.0000019,0,false,450,true
1726,1819,13,7,122,9.01639271,2463,12,0,false,180,true
1727,474,18,8,365,9.0452261,414,57,0,true,82,true
1728,2816,43,24,2,50,12371,19,0,false,290,true
1729,1064,23,10,5,20,6,16.6666679,0,true,146,true
1730,629,37,21,0,0,0,0,0,false,136,true
1731,461,13,3,278,16,15062,83,0,false,26,true
1732,4045,205,252,30,46.6666679,262,3,0,false,893,true
1733,225,0,3,59,18.6440678,335,30.0000019,0,true,23,false
1734,415,0,2,77,6.49350643,1404,14,0,false,36,true
1735,1952,24,11,1180,6.5,431,13,0,false,230,true
1736,787,54,47,8,62.5,154,19,71,false,223,true
1737,2964,26,19,407,9,243,4,9,false,188,true
1738,1560,33,13,111,3.6036036,4,25,0,false,196,true
1739,665,39,10,49,38.7755089,38,10.5263157,0,true,97,true
1740,946,13,3,521,15.5,2426,5,0,false,96,true
1741,2510,26,21,3,33.3333359,1,100,0,false,274,true
1742,362,34,28,1,100,7,85.7142868,0,false,125,true
1743,605,48,38,90,52.2222214,338,17,0,false,176,true
1744,501,36,26,26,15.3846159,43,16.2790699,0,false,132,true
1745,598,15,1,17,5.88235283,3,33.3333359,0,false,65,true
1746,164,16,12,0,0,2,100,0,false,53,true
1747,421,11,2,316,8.5,4749,9,0,false,35,true
1748,332,0,2,0,0,1947,18,0,false,45,true
1749,58,0,4,9,33.3333359,70,5.71428585,0,false,11,false
1750,402,0,1,16,75,858,28,0,false,37,true
1751,818,0,1,154,5.84415579,2237,5,2,false,37,true
1752,386,0,1,1,100,2,50,0,false,34,true
1753,223,0,2,923,6.5,8864,9,0,true,23,false
1754,928,70,37,32,18.75,342,11,0,false,144,true
1755,22,0,1,2,50,108,49,0,false,4,false
1756,28,0,0,12,25,69,34.782608,0,false,4,false
1757,168,0,1,271,28.5,6,33.3333359,0,false,16,false
1758,202,0,5,330,32.5,6884,24,1,false,25,true
1759,249,0,5,1,100,2,50,0,false,69,true
1760,1047,58,53,65,15.3846159,147,24,0,false,259,true
1761,59,0,1,0,0,218,3,0,false,16,false
1762,260,28,15,17,29.4117661,10,40,0,false,71,true
1763,640,32,12,586,6.5,4908,10,0,false,71,true
1764,245,23,13,3,33.3333359,1,100,0,false,80,true
1765,569,31,29,3,100,1,100,0,false,134,true
1766,627,32,33,131,10.6870222,132,6,0,false,162,true
1767,216,0,4,2,50,248,8,0,false,18,false
1768,373,0,3,23,8.69565201,9,11.1111116,0,true,44,true
1769,344,0,1,336,8.5,397,16,0,false,38,true
1770,2122,44,19,0,0,13,15.3846159,0,false,301,true
1771,461,29,22,201,7.50000048,107,9,0,false,117,true
1772,202,13,13,0,0,0,0,0,false,54,true
1773,1157,27,12,19,5.26315784,18,5.55555582,0,false,153,true
1774,1069,49,74,21,28.5714302,31,22.5806446,0,false,277,true
1775,434,0,0,18,11.1111116,2,50,0,true,11,false
1776,3026,122,202,5,100,36,27.7777786,0,false,696,true
1777,201,13,11,60,80,81,59.2592583,0,false,55,true
1778,868,57,46,1,100,73,64.3835602,0,false,193,true
1779,771,11,4,9,22.2222233,3,33.3333359,0,true,63,true
1780,173,0,0,8,25,285,8,0,false,24,false
1781,194,16,7,161,19.2546597,510,9,18,true,35,true
1782,947,31,10,250,5.5,9847,18,26,false,38,true
1783,1424,38,17,607,13,2167,17,0,false,191,true
1784,2987,108,215,7,57.1428604,43,13.9534893,0,false,775,true
1785,367,0,0,7,14.2857151,5,20,0,false,24,false
1786,71,0,1,43,6.97674465,81,4.93827152,0,false,10,false
1787,3795,49,22,51,11.7647057,219,37,0,false,304,true
1788,155,0,3,63,17.4603176,56,8.9285717,0,false,31,true
1789,109,0,1,57,31.5789452,32,18.75,0,false,19,false
1790,207,20,0,2,50,42,16.6666679,0,false,36,true
1791,69,0,1,127,7.87401581,1436,6,0,false,6,false
1792,56,0,4,72,19.4444447,191,22,0,false,17,false
1793,21,0,0,49,10.2040815,265,12,0,false,4,false
1794,84,0,5,5,80,2,50,0,false,19,true
1795,429,0,7,155,3.87096786,3479,9,0,false,51,true
1796,1001,22,4,55,58.1818161,484,4,0,true,45,true
1797,87,0,5,169,47.3372803,196,36,0,false,15,false
1798,502,32,11,31,16.1290321,13,15.3846159,0,false,93,true
1799,642,49,39,12,58.3333321,18,38.8888893,0,false,182,true
1800,30,0,0,5,20,9,11.1111116,0,false,4,false
1801,3737,110,197,98,9.18367386,1438,12,0,false,915,true
1802,217,0,0,28,32.1428566,3856,22,0,false,20,false
1803,104,0,1,2,50,0,0,0,false,16,false
1804,68,0,3,35,25.7142868,4,25,0,false,9,false
1805,104,0,0,150,12.666666,548,6,0,false,18,false
1806,154,0,7,19,42.1052628,77,10.3896103,0,false,38,true
1840,23,0,1,278,21,456,4,0,false,0,false
1842,709,20,6,225,4.5,3463,5,0,true,17,false
1843,94,0,0,13,15.3846159,664,25,0,true,1,false
1844,269,13,1,107,5.60747623,329,6,0,false,2,false
1845,70,0,0,197,16.2436543,449,2,0,false,0,false
1846,216,0,0,92,21.73913,1434,6,1,false,0,false
1847,66,0,2,1183,29.4999981,739,2,0,false,0,false
1848,48,0,2,122,33.6065559,229,7,0,false,0,false
1849,168,0,1,801,11,3265,4,0,true,0,false
1850,56,0,0,16,18.75,4,25,0,false,0,false
1851,104,0,0,8,12.5,1157,2,0,false,2,false
1852,184,0,0,282,38,753,4,0,false,0,false
1853,283,0,0,319,14.5,3436,3,0,false,7,false
1854,31,0,0,48,18.75,21,4.76190472,0,false,0,false
1855,44,0,0,126,14.2857151,258,3,0,false,0,false
1856,91,0,0,390,40.5,305,2,0,false,1,false
1857,74,0,2,320,12,32,6.25,0,true,0,false
1858,110,0,0,1063,10.5,1457,5,0,false,2,false
1859,7,0,0,0,0,6,16.6666679,0,false,0,false
1860,145,0,1,182,7.14285755,608,3,0,false,2,false
1861,126,0,0,0,0,0,0,0,false,0,false
1862,121,0,5,624,5.5,2382,5,0,false,5,false
1863,57,0,1,265,14,178,10,0,false,1,false
1864,473,19,6,2782,8,3181,5,0,false,7,false
1865,177,0,0,0,0,0,0,0,false,1,false
1866,79,0,0,77,7.79220772,552,3,0,false,0,false
1867,65,0,0,14,7.14285755,32,3.125,0,false,0,false
1868,125,0,0,945,18,2027,5,0,true,0,false
1869,58,0,0,61,3.27868843,999,6,0,false,0,false
1870,19,0,1,36,5.55555582,174,3,0,false,1,false
1872,439,14,0,126,7.93650818,1089,5,0,false,2,false
1873,109,0,0,896,23.5,912,10,0,false,2,false
1874,900,63,9,857,5.5,1494,6,0,false,19,true
1871,63,0,1,9175,100,1839,6,0,true,2,false
1875,114,0,0,404,5,1835,3,0,false,0,false
1876,597,18,2,981,5,354,4,0,true,4,false
1841,842,32,9,675,19,2470,3,0,false,15,false
1877,707,22,2,2395,56,3793,3,0,true,1,false
1878,391,13,0,1196,9,2805,6,0,false,8,false
1879,171,0,1,259,14.5,15,13.333334,0,false,2,false
1880,103,0,3,67,17.9104481,148,10,0,false,7,false
1881,19,0,1,42,7.14285755,339,7,0,false,0,false
1882,76,0,0,3,66.6666718,4,50,0,true,2,false
1883,237,0,0,55,23.636364,8,25,0,true,2,false
1884,85,0,0,524,11,148,3,0,true,0,false
1885,785,21,9,28,10.7142859,61,4.91803265,0,false,10,false
1886,75,0,0,448,40,2709,6,0,true,4,false
1887,181,0,0,21,33.3333359,60,3.33333349,0,false,0,false
1888,441,12,2,67,17.9104481,2268,10,17,false,9,false
1889,1430,124,80,83,3.61445761,606,6,0,false,47,true
1890,173,0,0,249,27.0000019,570,3,0,false,0,false
1891,58,0,3,83,4.81927681,1096,4,0,false,0,false
1892,491,19,1,563,4.5,974,6,0,false,5,false
1893,28,0,0,5,40,9,11.1111116,0,false,0,false
1894,170,0,1,149,8.05369091,116,3,0,false,0,false
1895,62,0,0,84,16.6666679,284,3,0,false,2,false
1896,119,0,0,0,0,99,6.060606,0,false,0,false
1897,461,15,5,572,8.5,8374,3,0,true,10,false
1898,72,0,0,22,4.5454545,365,7,0,false,2,false
1899,71,0,1,116,10.3448277,93,4.30107546,0,false,0,false
1900,97,0,0,381,16.5,662,4,0,true,0,false
1901,36,0,0,10,20,19,10.5263157,0,true,0,false
1902,99,0,0,206,2,1486,3,0,false,2,false
1903,143,0,1,19,10.5263157,350,3,0,false,1,false
1904,58,0,0,2,50,14,14.2857151,0,false,1,false
1905,152,0,0,574,15.5,1956,4,0,false,2,false
1906,30,0,0,8,25,11,9.090909,0,false,0,false
1907,78,0,0,343,3,45,4.44444466,0,true,0,false
1908,82,0,0,13,30.7692318,32,6.25,0,false,0,false
1909,51,0,0,2754,22,487,13,0,false,0,false
1910,158,0,0,0,0,0,0,0,false,1,false
1911,17,0,1,31,58.0645142,37,5.40540552,0,false,0,false
1912,50,0,0,3988,29.4999981,460,3,0,false,0,false
1913,62,0,0,351,5,6102,4,0,false,0,false
1914,47,0,0,90,2.22222233,103,2,0,false,0,false
1915,32,0,0,884,32,2200,6,0,false,0,false
1916,342,15,1,108,5.55555582,6,16.6666679,0,false,0,false
1917,118,0,3,492,3,737,4,0,true,0,false
1918,206,0,1,8,12.5,399,4,0,true,7,false
1919,108,0,0,15,6.66666698,111,2,0,false,0,false
1920,1484,37,3,1834,5.5,13303,13,0,false,50,true
1921,128,0,0,63,17.4603176,139,2,0,false,2,false
1922,269,0,2,102,4.90196085,96,8.33333397,0,true,6,false
1923,271,0,1,59,22.0338993,6314,6,0,false,2,false
1924,109,0,1,16,12.5,108,2,0,false,0,false
1925,249,0,0,820,27.5,2062,10,4,false,7,false
1926,139,0,0,76,10.5263157,1560,12,0,false,2,false
1927,226,16,0,25,8,1605,3,0,false,0,false
1928,67,0,1,23,21.73913,11,18.181818,0,false,0,false
1929,171,0,0,117,5.1282053,1544,5,0,false,1,false
1930,1252,19,3,630,48.5,3929,3,0,false,29,true
1931,75,0,0,607,43,205,2,0,false,1,false
1932,326,14,1,1019,5.5,114,3,0,false,6,false
1933,126,0,2,18,11.1111116,222,2,0,false,4,false
1934,196,11,1,94,4.25531912,5541,4,0,false,2,false
1935,42,0,0,1,100,1,100,0,false,0,false
1936,132,0,1,13,7.69230795,186,4,0,false,0,false
1937,816,22,0,2106,21,2642,4,0,true,9,false
1938,31,0,0,8,12.5,39,5.1282053,0,false,0,false
1939,126,0,1,8,12.5,31,3.22580624,0,false,1,false
1941,86,0,0,70,7.14285755,391,4,0,false,0,false
1942,175,0,1,388,5.5,1131,3,0,true,3,false
1943,34,0,0,1,100,8,12.5,0,true,0,false
1945,132,0,0,24,25,141,12,0,false,2,false
1946,1163,40,6,225,6.5,2101,4,0,false,34,true
1947,561,13,0,341,10.5,4429,4,0,true,13,false
1948,186,0,1,1189,8.5,747,3,0,false,1,false
1949,127,0,1,60,15.000001,173,3,0,false,0,false
1950,99,0,0,382,6,1533,3,0,false,0,false
1951,139,0,1,14,7.14285755,31,6.45161247,0,false,0,false
1952,180,0,0,340,14.5,3530,3,0,false,7,false
1953,69,0,0,81,3.70370364,67,4.47761202,0,false,0,false
1954,243,37,2,30,3.33333349,20,10,0,false,0,false
1955,305,0,0,9,11.1111116,14,14.2857151,0,false,2,false
1956,80,0,0,505,4,730,3,0,true,0,false
1957,104,0,0,1,100,0,0,0,true,0,false
1959,279,0,1,42,23.8095245,231,3,0,false,2,false
1960,70,0,0,236,7,936,6,0,false,0,false
1961,176,0,0,13,53.8461571,62,4.83870935,0,false,1,false
1962,88,0,0,129,5.42635679,199,3,0,false,1,false
1963,277,0,3,544,41,313,2,0,false,1,false
1964,221,0,2,204,11,81,2.46913576,1,false,4,false
1965,41,0,3,31,16.1290321,54,5.55555582,0,false,0,false
1966,165,0,1,3,33.3333359,2,50,0,true,0,false
1967,274,0,1,178,3.93258452,1109,3,0,true,5,false
1968,265,0,1,145,2.75862074,25,12,0,false,0,false
1969,128,0,3,501,5,1830,4,0,false,3,false
1970,73,0,1,41,9.75609684,105,3,0,false,3,false
1971,64,0,1,7,14.2857151,11,9.090909,0,false,0,false
1972,396,11,3,192,1.5625,1170,3,0,false,4,false
1973,45,0,3,150,24.6666679,1086,8,0,true,0,false
1974,856,53,4,1735,15.5,1220,7,0,false,13,true
1975,81,0,0,53,13.2075472,1103,9,0,true,0,false
1976,144,0,0,277,6.5,8,12.5,0,true,2,false
1977,708,13,3,222,4.5,268,2,0,true,7,false
1978,80,0,1,132,5.30303049,233,3,0,true,0,false
1979,142,0,0,70,5.71428585,22,9.090909,0,true,2,false
1980,32,0,0,794,50.5,330,3,0,false,0,false
1981,95,0,0,15,13.333334,9,11.1111116,0,false,2,false
1982,116,0,0,77,11.6883116,14,7.14285755,0,true,5,false
1983,245,0,2,111,4.5045042,637,4,0,false,1,false
1940,528,0,1,115,2.60869551,2708,15.000001,0,true,38,false
1944,413,0,2,115,11.304348,171,3,0,false,27,false
1984,23,0,0,7,14.2857151,0,0,0,true,0,false
1985,30,0,0,18,22.2222233,50,8,0,false,0,false
1986,32,0,0,12,8.33333397,7,28.5714302,0,true,0,false
1987,294,0,4,1603,12,528,4,0,false,2,false
1988,265,0,0,106,2.83018875,1354,2,0,false,4,false
1989,38,0,0,67,10.4477615,1188,4,0,true,0,false
1990,173,0,0,41,24.3902435,0,0,0,false,3,false
1991,182,0,2,1182,27.5,1987,11,0,false,2,false
1992,77,0,2,70,18.5714283,734,6,0,false,2,false
1993,274,0,2,147,17.6870747,53,7.54716969,0,false,1,false
1994,58,0,0,40,10,2376,5,0,false,1,false
1995,87,0,0,3,33.3333359,0,0,0,false,0,false
1996,47,0,0,14,14.2857151,19,10.5263157,0,true,0,false
1997,88,0,0,144,3.47222233,327,4,0,true,0,false
1998,87,0,0,1,100,241,3,0,true,0,false
1999,210,0,1,66,4.5454545,8,12.5,0,true,6,false
2000,71,0,0,7,42.8571434,2,50,0,false,0,false
2001,83,0,0,12,16.6666679,20,10,0,false,0,false
2002,31,0,0,168,25,77,2.59740257,0,false,1,false
2003,320,0,2,18,5.55555582,72,4.16666698,0,true,2,false
2004,97,0,3,40,10,561,30.0000019,0,false,1,false
2005,66,0,0,10,20,11,9.090909,0,true,1,false
2006,83,0,0,4,25,1,100,0,false,0,false
2007,95,0,0,50,10,42,7.14285755,0,false,1,false
2008,231,0,0,4,25,963,4,0,false,4,false
2009,35,0,0,11,9.090909,2,50,0,true,0,false
2010,18,0,0,3,33.3333359,1,100,0,false,0,false
2011,138,0,0,17,17.6470585,7,14.2857151,0,true,0,false
2012,71,0,1,26,7.69230795,449,3,0,true,1,false
2013,214,0,1,49,10.2040815,3,33.3333359,0,true,2,false
2014,109,0,1,101,0.990099013,6,16.6666679,0,true,0,false
2015,66,0,2,66,13.636364,248,3,0,false,0,false
2016,87,0,0,206,3.5,2035,3,0,false,0,false
2017,24,0,2,639,28,834,4,0,false,0,false
2018,142,0,0,2,50,3,33.3333359,0,false,10,false
2019,144,0,1,19,42.1052628,243,3,0,false,3,false
2020,85,0,1,134,44.7761192,129,4,0,false,3,false
2021,172,0,2,280,5,838,8,0,false,7,false
2022,95,0,0,8,12.5,10,10,0,true,0,false
2023,59,0,0,7,14.2857151,16,12.5,0,false,0,false
2024,9,0,0,10,10,104,4,0,false,0,false
2025,258,0,0,49,44.8979568,21,9.52380943,1,true,0,false
2026,88,0,1,19,10.5263157,1092,6,3,false,0,false
2027,85,0,3,236,5,1090,4,0,true,2,false
2028,208,0,4,2700,17,3441,4,0,true,0,false
2029,165,0,5,686,6,730,9,0,true,5,false
2030,48,0,0,12,25,6,16.6666679,0,false,0,false
2031,215,0,2,453,5,883,3,0,true,20,false
2032,147,0,1,9,11.1111116,322,5,0,false,2,false
2033,64,0,0,66,4.5454545,24,4.16666698,0,false,0,false
2034,85,0,0,2,50,4,25,0,false,0,false
2035,103,0,1,11,9.090909,3,33.3333359,0,true,0,false
2036,134,0,0,24,12.5,534,4,0,true,1,false
2037,640,16,3,44,11.363637,2305,8,0,false,103,true
2038,33,0,0,5,20,8,12.5,0,false,0,false
2039,32,0,1,40,7.50000048,122,13,0,false,0,false
2040,248,0,0,4,25,5,20,0,false,1,false
2041,165,0,0,5,20,3,33.3333359,0,false,1,false
2042,216,0,2,56,8.9285717,151,3,0,true,5,false
2043,117,0,2,88,5.68181849,36,5.55555582,0,true,1,false
2044,378,0,0,1,100,0,0,0,true,8,false
2045,102,0,0,5,40,17,5.88235283,0,false,1,false
2046,58,0,1,1,100,5,20,0,false,0,false
2047,76,0,0,5,20,5,20,0,false,1,false
2048,41,0,1,17,5.88235283,72,13.8888893,0,true,0,false
2049,215,0,0,6,33.3333359,15,13.333334,0,false,2,false
2050,106,0,2,19,21.0526314,33,6.060606,0,false,0,false
2051,20,0,1,57,3.5087719,2,50,0,false,0,false
2052,215,0,1,1249,10,332,5,0,false,3,false
2053,117,0,0,20,10,13,7.69230795,0,true,0,false
2054,327,0,0,28,7.14285755,10,20,0,false,25,false
2055,212,0,1,1,100,31,6.45161247,0,false,7,false
2056,99,0,0,77,53.2467537,24,8.33333397,0,true,1,false
2057,351,22,1,310,4.5,15,6.66666698,0,false,7,false
2058,145,0,0,12,16.6666679,5,20,0,false,1,false
2059,29,0,0,11,18.181818,2503,8,0,true,0,false
2060,143,0,0,159,69.1823883,4,25,0,true,0,false
2061,68,0,0,13,7.69230795,424,3,0,false,0,false
2063,59,0,0,10,30.0000019,14,7.14285755,0,true,0,false
2064,45,0,0,3,66.6666718,27,7.40740728,0,false,0,false
2065,140,0,0,26,7.69230795,12,16.6666679,0,true,5,false
2066,26,0,0,77,5.19480515,72,2.77777791,0,false,0,false
2067,61,0,0,19,5.26315784,21,9.52380943,0,false,4,false
2068,231,0,1,40,5,1798,4,0,true,13,false
2069,235,0,1,438,9.5,367,4,0,false,2,false
2070,141,0,1,234,5,53,3.77358484,0,true,2,false
2071,110,0,0,42,14.2857151,1,100,0,false,1,false
2072,48,0,0,1,100,1,100,0,true,0,false
2073,386,0,2,59,3.38983059,2220,3,0,true,7,false
2074,65,0,2,29,6.89655161,13,7.69230795,0,true,0,false
2075,146,0,0,11,18.181818,300,3,0,false,7,false
2076,224,0,1,56,7.14285755,10,10,0,true,1,false
2077,96,0,1,24,4.16666698,12,8.33333397,0,false,3,false
2078,372,0,2,128,12.5,137,4,0,false,6,false
2079,117,0,0,47,14.8936167,104,3,0,true,0,false
2080,36,0,0,2,50,6,16.6666679,0,true,0,false
2081,120,0,0,171,12.2807016,63,4.76190472,0,true,2,false
2082,118,0,0,171,4.09356737,10,10,0,false,2,false
2083,112,0,0,24,12.5,86,5.81395388,0,false,5,false
2084,78,0,0,42,9.52380943,380,4,0,false,0,false
2085,170,0,0,376,7.50000048,372,4,0,false,9,false
2086,561,0,1,17,17.6470585,10,10,0,false,24,false
2087,290,14,3,42,11.9047623,2018,11,1,false,3,false
2088,243,11,0,52,13.4615393,35,5.71428585,0,false,8,false
2089,245,23,10,62,17.7419357,160,5,0,false,26,true
2062,156,0,0,6,16.6666679,2296,19,0,false,26,false
2091,45,0,0,9,22.2222233,4,25,0,true,0,false
2092,80,0,0,24,45.8333359,17,11.7647057,0,false,1,false
2093,35,0,0,3,33.3333359,58,3.4482758,0,false,0,false
2094,47,0,0,59,15.2542372,13,15.3846159,0,false,2,false
2095,147,0,0,19,5.26315784,43,4.65116262,0,true,0,false
2096,140,0,0,38,7.89473629,135,2,0,true,3,false
2097,376,0,2,34,2.94117641,41,4.87804842,0,true,5,false
2098,112,0,2,17,11.7647057,10,20,0,true,1,false
2099,430,0,1,30,6.66666698,252,2,0,false,8,false
2100,204,0,0,18,5.55555582,65,3.07692313,0,true,0,false
2101,143,0,0,152,12.5,46,4.347826,0,false,2,false
2102,84,0,0,11,27.272728,2104,24,0,false,0,false
2103,363,15,3,15,20,8,12.5,0,true,15,false
2104,142,0,0,4,25,0,0,0,false,1,false
2105,1110,0,2,1878,4.5,2320,6,0,true,57,true
2106,256,0,0,141,2.12765956,1483,3,0,true,1,false
2107,53,0,0,22,9.090909,24,33.3333359,0,false,0,false
2108,47,0,0,7,14.2857151,6616,4,0,false,1,false
2109,288,0,0,2480,68,23348,7,2,false,2,false
2110,136,0,0,134,9.70149231,499,3,0,true,0,false
2111,115,0,0,6,16.6666679,2,50,0,true,0,false
2112,240,0,0,10,10,8,12.5,0,false,3,false
2113,95,0,0,3,33.3333359,2,50,0,false,3,false
2114,134,0,1,49,4.08163261,191,8,0,false,1,false
2115,69,0,0,1,100,3,33.3333359,0,false,0,false
2116,86,0,1,22,9.090909,2948,4,0,false,0,false
2117,59,0,0,5,20,2,50,0,true,1,false
2118,40,0,0,12,16.6666679,9,11.1111116,0,true,0,false
2119,216,0,1,165,29.6969719,52,11.5384617,0,true,0,false
2120,42,0,1,119,7.56302547,248,13,0,false,0,false
2121,87,0,0,15,13.333334,57,3.5087719,1,false,0,false
2122,272,0,3,111,10.810811,995,3,0,false,12,false
2123,215,0,1,514,4,131,3,0,true,3,false
2124,270,0,1,69,2.89855075,4514,4,0,false,12,false
2125,181,0,5,52,9.61538506,121,2,0,false,0,false
2126,164,0,0,34,11.7647057,3,33.3333359,0,true,1,false
2127,281,0,0,32,21.875,23,13.043478,0,false,3,false
2128,126,0,0,26,7.69230795,3,33.3333359,0,true,1,false
2129,51,0,0,24,12.5,201,3,0,false,0,false
2130,67,0,0,2,50,0,0,0,true,1,false
2131,241,0,3,9,11.1111116,4,25,0,false,3,false
2132,66,0,0,10,10,44,4.5454545,0,false,1,false
2133,67,0,0,1612,17.5,42,2.38095236,0,true,1,false
2134,60,0,1,110,13.636364,329,2,0,false,0,false
2135,61,0,0,71,8.45070362,111,3,0,false,1,false
2136,132,0,0,22,22.7272739,127,10,1,true,0,false
2137,100,0,0,26,3.84615397,7,14.2857151,0,true,0,false
2138,100,0,0,499,5.5,1441,3,0,true,0,false
2139,42,0,0,27,7.40740728,26,7.69230795,0,false,0,false
2140,226,0,0,18,38.8888893,8,12.5,0,false,3,false
2141,35,0,0,3,33.3333359,2,50,0,true,0,false
2142,203,0,1,57,3.5087719,459,3,0,false,5,false
2143,40,0,0,0,0,27,7.40740728,0,true,0,false
2144,476,46,4,90,5.55555582,957,2,0,false,10,true
2145,89,0,0,18,5.55555582,48,6.25,0,false,0,false
2146,167,0,0,7,14.2857151,7,14.2857151,0,true,0,false
2147,371,0,2,567,8.5,1687,4,0,false,1,false
2148,156,0,1,18,27.7777786,7,14.2857151,0,false,1,false
2149,215,0,0,20,10,12,8.33333397,0,false,4,false
2150,135,0,2,36,11.1111116,6,16.6666679,0,false,0,false
2151,184,0,0,20,5,8,25,0,true,5,false
2152,29,0,0,23,21.73913,21,4.76190472,0,false,0,false
2153,156,0,0,28,17.8571434,16,12.5,0,true,1,false
2154,328,0,2,42,21.4285717,93,2.15053773,0,false,7,false
2155,125,0,0,14,50,920,2,0,false,0,false
2156,492,0,3,1287,9.5,449,3,0,true,14,false
2157,195,0,0,24,25,2165,4,0,false,0,false
2158,118,0,0,75,12,4,25,0,false,0,false
2159,66,0,0,26,23.0769234,947,4,0,true,0,false
2160,60,0,0,0,0,0,0,0,false,0,false
2161,143,0,0,28,17.8571434,7,14.2857151,0,true,2,false
2162,91,0,1,23,8.69565201,0,0,0,true,8,false
2164,296,0,4,398,51,200,4,0,false,4,false
2165,83,0,0,15,6.66666698,12,8.33333397,0,true,0,false
2166,55,0,3,3,33.3333359,287,12,0,false,0,false
2167,73,0,0,15,60.0000038,103,2,0,false,0,false
2168,32,0,0,14,14.2857151,20,5,0,false,0,false
2169,97,0,1,11,9.090909,18,5.55555582,0,true,0,false
2170,261,0,0,21,4.76190472,14,7.14285755,0,true,0,false
2171,41,0,1,66,12.121212,44,6.81818199,0,true,1,false
2172,151,0,0,4,25,1,100,0,false,0,false
2173,81,0,0,1,100,0,0,0,false,0,false
2174,85,0,0,46,10.869565,652,4,0,false,1,false
2175,577,15,1,27,7.40740728,3632,4,0,true,20,false
2176,129,0,1,5,20,51,3.92156887,0,false,1,false
2177,97,0,0,43,9.30232525,9,11.1111116,0,true,0,false
2178,77,0,0,6,16.6666679,3,33.3333359,0,false,0,false
2179,39,0,0,20,15.000001,167,3,0,false,0,false
2180,72,0,1,680,12.5,734,3,0,true,0,false
2181,28,0,0,5,20,2,50,0,true,0,false
2183,167,0,0,160,6.25,681,3,0,false,0,false
2184,68,0,2,175,5.71428585,119,3,0,false,0,false
2185,124,0,0,33,9.090909,6,16.6666679,0,false,1,false
2186,130,11,2,41,9.75609684,28,17.8571434,0,true,1,false
2187,144,0,0,57,35.087719,510,4,0,false,1,false
2188,359,0,1,38,5.26315784,1861,5,0,false,1,false
2189,86,0,0,6,16.6666679,6,33.3333359,0,true,0,false
2190,174,0,2,18,11.1111116,5,20,0,false,0,false
2191,65,0,0,0,0,0,0,0,false,1,false
2192,93,0,0,3,66.6666718,3,66.6666718,0,false,0,false
2193,85,0,0,102,2.94117641,46,6.52173901,0,false,0,false
2194,61,0,0,47,10.638298,146,3,0,true,0,false
2195,76,0,0,36,5.55555582,49,6.12244892,1,false,0,false
2196,185,12,0,41,4.87804842,1804,3,0,false,7,false
2163,46,0,1,30,100,0,0,0,false,0,false
2197,96,0,1,62,72.5806503,1,100,0,true,0,false
2198,89,0,0,5,40,8,25,0,true,1,false
2199,87,0,1,10,10,10,20,0,false,0,false
